Username,Currency,"First name","Last name",E-mail,Country,Advertiser,"VIP Level","Signed up","First deposit","Last deposit date","Wants mail",Deposits,"Deposit count","Average deposit","Approved Withdrawals","Approved Withdrawal count",Credits,"Credit count",Chargebacks,"Chargeback count",Returns,"Return count","Credit reverse","Credit reverse count","Chargeback reverses","Chargeback reverse count","Return reverses","Return reverse count","Casino bonuses","Casino bonus count","Redeemed bonus initial amounts","Redeemed bonus pending winnings","Poker Bonuses","Poker Bonus count","Poker bonus reverses","Casino comps converted","Casino Comps count","Casino progressive share","Casino progressive wins","Casino Bets","Casino Wins","Casino game count","Net Loss",Kiosk,"Kiosk admin","Player realbalance change","Bonus balance change","Declined withdraw requests","Withdraw requests","Transfer deposits","Transfer withdraws","Casino bonuses removed","Old Poker Rakes","Old Poker Tournament Fees","Poker game deposits","Poker game withdrawals","Poker rounding","Poker VIP level","Poker frozen",Frozen,"Poker nickname","Signup skin",Language,Casino,Sportsbook wins,"Sportsbook bets","Sportsbook bonus redemptions","Sportsbook gross income","Sportsbook cancelled bets","House correction revenue","House correction loss","Player correction revenue","Player correction loss","Bingo net gaming","Bingo network adjustments","Bingo redemption expenses","Bingo ingame bet","Bingo ingame win","Backbet wins","Backbet bets","Cancelled Backbet bets","House earnings","Bingo side games progressive bets","Bingo side games prog. contr.","Bingo side games prog. refund","Backbet bets revenue","Received bets from external wallet","Paid wins to external wallet","Poker tokens won","Player balance correction deposit","Player balance correction withdraw","Player and operator revenue correction deposit","Player and operator revenue correction withdraw","Player revenue correction deposit","Player revenue correction withdraw","Bonus parent corrections","Bonus tips","Total tips","Current credit limit","Pool bets","Pool wins","Fundtransfers in","Fundtransfers out","Widget bet","Widget win","Widget cancel bet","Widget fees","Transfers to FOBT","Transfers from FOBT","FOBT bets","FOBT wins","Dormant account fees","Bingo VIP level","Bingo Points","Redeemed cash award/AW award","Binary option bets placed","Binary option bets recognized","Binary option wins","Binary option insured returns","Deposit service fee","Deposit service fee bonus","Paid taxes","Poker SBR Rake","Poker SBR Tournament Fees","Poker RPV Rake","Poker RPV Fees","Redeemed Poker Prewager Bonus","Used poker prewager bonus","Redeemed Poker Cash Bonus","Sportsbook cash-outs","Sportsbook Token wins","SportsBook Opt-ins takings","Redeemed Bingo Pending Winnings","Sportsbook Cash Bet Adjustments","Sportsbook Cash Bets","Sportsbook Cash Payouts","Sportsbook Cancelled Cash Bets","Sportsbook Payouts to Account","Sportsbook Uncollected Payouts","Casino Converted Loyalty Points","Sportsbook Converted Loyalty Points","Poker Converted Loyalty Points","Bingo Converted Loyalty Points","Sportsbook Voucher Bets","Sportsbook Cancelled Voucher Bets","Sportsbook Loyalty Point Bets","Sportsbook Cancelled Loyalty Point Bets","Sportsbook Cash Token Wins","Sportsbook Voided Bets","Sportsbook Voided Cash Bets","Winnings from Cash Purchased Goods"
QATCTRBMLAX09,CNY,Dafabet,Player,qatctrbmlax09@dafamember.com,China,defaultmq,16,2017-06-05,"2017-06-05 15:08:34","2017-06-05 15:08:34",1,36.70,1,36.70,12.04,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,24.66,0.00,0.00,12.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATCTRMB002,CNY,Dafabet,Player,qatctrmb002@dafamember.com,China,defaultmq,13,2017-05-03,"2017-05-10 16:42:06","2017-05-23 14:13:20",1,0.00,0,15.42,5.88,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,-5.88,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATCTRMBAH052,CNY,Dafabet,Player,qatctrmbah052@dafamember.com,China,defaultmq,16,2017-06-01,"2017-06-08 19:11:37","2017-06-08 19:19:42",1,29.43,2,14.71,23.54,8,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,5.89,0.00,0.00,23.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,ZH-CN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATCTRMBJPC01,CNY,Dafabet,Player,qatctrmbjpc01@dafamember.com,Indonesia,defaultmq,16,2017-05-15,"2017-06-22 09:47:34","2017-06-22 09:47:34",1,14.65,1,14.65,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,14.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATCTRMBKB030,CNY,Dafabet,Player,qatctrmbkb030@dafamember.com,Japan,defaultmq,16,2017-06-02,"2017-06-02 03:10:30","2017-06-02 03:10:30",1,14.79,1,14.79,6.30,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,8.49,0.00,0.00,6.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATEST1RMBKYC5,CNY,Dafabet,Player,qatest1rmbkyc5@dafamember.com,China,defaultmq,16,2017-04-10,"2017-04-10 19:44:13","2017-05-25 18:34:53",1,0.00,0,570.69,2.94,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,-2.94,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATESTRMB01,CNY,Dafabet,Player,qatest@gmail.com,China,defaultmq,16,2012-07-24,"2017-06-06 14:43:29","2017-06-06 15:29:57",1,37.52,3,12.51,4.27,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.81,1,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,33.25,-0.00,0.00,4.27,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATESTRMBJB00,CNY,Dafabet,Player,qatestrmbjb00@dafamember.com,China,defaultmq,16,2017-06-08,"2017-06-08 13:57:05","2017-06-15 14:26:06",1,77.11,10,7.71,12.23,29,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,64.88,0.00,0.00,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATESTRMBKZ02,CNY,Dafabet,Player,qatestrmbkz02@dafamember.com,Slovenia,defaultmq,18,2017-06-14,"2017-06-14 20:45:36","2017-06-14 20:45:36",1,4.86,1,4.86,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,4.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATESTUSDJPG1,USD,Dafabet,Player,qatestusdjpg1@usd23041993.com,China,defaultmq,16,2012-06-01,"2017-06-07 13:54:45","2017-06-07 15:18:58",1,1000015.00,2,500007.50,125.00,8,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,999890.00,0.00,0.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATS1PMEUR04,EUR,Dafabet,Player,qats1pmeur04@dafamember.com,China,defaultmq,16,2017-06-06,"2017-06-20 13:39:10","2017-06-20 14:27:31",1,1343.78,3,447.93,223.96,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,1119.82,0.00,0.00,223.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATS1RMBPM10,CNY,Dafabet,Player,qats1rmbpm10@dafamember.com,China,defaultmq,17,2017-06-07,"2017-06-20 10:31:25","2017-06-21 11:24:14",1,1483.41,2,741.71,161.56,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,1321.86,0.00,0.00,161.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATS1RMBPM14,CNY,Dafabet,Player,qats1rmbpm14@dafamember.com,China,defaultmq,16,2017-06-16,"2017-06-16 14:19:50","2017-06-16 15:20:50",1,14719.96,4,3679.99,4.27,22,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,14715.69,0.00,0.00,4.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATS1USDPM02,USD,Dafabet,Player,qats1usdpm02@dafamember.com,China,defaultmq,16,2017-04-18,"2017-06-15 11:36:44","2017-06-15 11:36:44",1,10000.00,1,10000.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATS1USDPM04,USD,Dafabet,Player,qats1usdpm04@dafamember.com,China,defaultmq,16,2017-06-06,"2017-06-20 11:03:51","2017-06-20 11:11:20",1,425.00,2,212.50,15.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,410.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QAUATRMBAH046,CNY,Dafabet,Player,qauatrmbah046@dafamember.com,China,defaultmq,13,2017-06-05,"2017-06-05 16:08:05","2017-06-09 14:22:02",1,20.35,6,3.39,1.32,5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,19.02,0.00,0.00,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QAUATRMBLAX01,CNY,Dafabet,Player,qauatrmblax01@dafamember.com,China,defaultmq,16,2017-03-27,"2017-06-01 17:32:03","2017-06-01 17:32:03",1,21.88,1,21.88,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,3.65,0.00,2,3.65,,,18.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QAUATRMBLAX06,CNY,Dafabet,Player,qauatrmblax06@dafamember.com,China,defaultmq,18,2017-06-07,"2017-06-07 14:43:04","2017-06-07 14:43:04",1,88.22,1,88.22,29.41,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,58.82,0.00,0.00,29.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QAUATRMBRA016,CNY,Dafabet,Player,qauatrmbra016@dafamember.com,China,defaultmq,16,2017-06-02,"2017-06-12 12:22:03","2017-06-12 12:22:03",1,147.10,1,147.10,14.71,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,132.39,0.00,0.00,14.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QAUATTHBAH004,THB,Dafabet,Player,qauatthbah004@dafamember.com,Thailand,defaultmq,16,2017-06-05,"2017-06-08 18:49:23","2017-06-08 18:49:23",1,2.95,1,2.95,2.95,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
